,title,budget,revenue,release_date,runtime,original_language,production_companies,production_countries,genres,spoken_languages,id,imdb_id,vote_average,vote_count
11346,F.I.S.T.,11,11,4/26/1978,145,en,"[{'name': 'United Artists', 'id': 60}, {'name': 'chateau productions', 'id': 4880}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_639_1': 'en', 'name': 'English'}]",28932,tt0077531,6.5,30
18291,We Bought a Zoo,50000000,120081841,12/22/2011,124,en,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Vinyl Films', 'id': 485}, {'name': 'LBI Entertainment', 'id': 8518}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_639_1': 'en', 'name': 'English'}]",74465,tt1389137,6.5,928
19058,Your Sister's Sister,125000,3200000,9/11/2011,90,en,"[{'name': 'Ada Films', 'id': 1424}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",84355,tt1742336,6.5,140
24226,This Is Where I Leave You,19800000,41296320,9/10/2014,103,en,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",239678,tt1371150,6.5,512
4063,The Greatest Story Ever Told,20000000,15473333,2/15/1965,199,en,"[{'name': 'George Stevens Productions', 'id': 13579}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_639_1': 'en', 'name': 'English'}]",2428,tt0059245,6.5,41
24640,Foxcatcher,24000000,12096300,5/19/2014,134,en,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Annapurna Pictures', 'id': 13184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",87492,tt1100089,6.5,965
12508,21,35000000,69823199,3/27/2008,123,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'iso_639_1': 'en', 'name': 'English'}]",8065,tt0478087,6.5,1406
20264,Upstream Color,100000,444098,4/5/2013,96,en,"[{'name': 'erbp', 'id': 44640}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_639_1': 'en', 'name': 'English'}]",145197,tt2084989,6.5,277
4845,Vanilla Sky,68000000,203388341,12/10/2001,136,en,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cruise-Wagner Productions', 'id': 349}, {'name': 'Vinyl Films', 'id': 485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",1903,tt0259711,6.5,1100
2889,The Bone Collector,73000000,151493655,11/4/1999,118,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9481,tt0145681,6.5,843
17835,The Ides of March,12500000,75993061,9/24/2011,101,en,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Crystal City Entertainment', 'id': 9018}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Smokehouse Pictures', 'id': 22695}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",10316,tt1124035,6.5,924
9887,The Ballad of Jack and Rose,1500000,712294,3/25/2005,111,en,"[{'name': 'Elevation Filmworks', 'id': 1840}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'IFC Productions', 'id': 26468}, {'name': 'Jack and Rose Productions', 'id': 37334}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",17113,tt0357110,6.5,43
11540,Killer of Sheep,100000,362222,11/14/1978,83,en,"[{'name': 'Milestone FIlms', 'id': 93224}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",27432,tt0076263,6.5,27
19732,Flight,31000000,161772375,11/2/2012,138,en,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",87502,tt1907668,6.5,2449
8359,The Informer,243000,950000,5/9/1935,91,en,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",43896,tt0026529,6.5,23
23159,Draft Day,25000000,28831145,4/11/2014,109,en,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",200505,tt2223990,6.5,309
11176,Half Nelson,700000,4911725,8/11/2006,107,en,"[{'name': 'Thinkfilm', 'id': 446}, {'name': 'Hunting Lane Films', 'id': 2290}, {'name': 'Journeyman Pictures', 'id': 2291}, {'name': 'Original Media', 'id': 2292}, {'name': 'Silverwood Films', 'id': 2293}, {'name': 'Traction Media', 'id': 2294}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",7859,tt0468489,6.5,243
25189,Black or White,9000000,21571189,9/6/2014,121,en,"[{'name': 'Treehouse Pictures', 'id': 14580}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",253331,tt2883434,6.5,119
5103,Taps,14000000,35856053,12/20/1981,126,fr,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",10627,tt0083169,6.5,81
367,Reality Bites,11500000,20079850,2/18/1994,99,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",2788,tt0110950,6.5,180
2992,The River,18000000,11500000,12/1/1984,122,en,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",38557,tt0088007,6.5,21
22803,Joe,4000000,2365467,4/11/2014,118,en,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'Muskat Filmed Properties', 'id': 10989}, {'name': 'Dreambridge Films', 'id': 14037}, {'name': 'Rough House Pictures', 'id': 20848}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",157847,tt2382396,6.5,346
4275,House of Usher,270000,1450000,6/21/1960,79,en,"[{'name': 'Alta Vista Productions', 'id': 4820}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",23439,tt0053925,6.5,71
1861,A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,2/27/1987,96,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",10072,tt0093629,6.5,363
11917,1408,25000000,94679598,7/12/2007,104,en,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",3021,tt0450385,6.5,1372
7554,From Beyond,4500000,1261000,6/5/1986,86,en,"[{'name': 'Empire Pictures', 'id': 1212}, {'name': 'Taryn Prov', 'id': 50340}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",14510,tt0091083,6.5,105
2785,Phantasm,300000,11988469,3/28/1979,89,en,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'New Breed Productions', 'id': 22540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9638,tt0079714,6.5,166
2726,Stir of Echoes,12000000,21133087,9/10/1999,99,en,"[{'name': 'Artisan Entertainment', 'id': 2188}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",11601,tt0164181,6.5,334
19129,The Amazing Spider-Man,215000000,752215857,6/27/2012,136,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Entertainment', 'id': 7505}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",1930,tt0948470,6.5,6734
23187,The Amazing Spider-Man 2,200000000,705717432,4/16/2014,142,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Avi Arad Productions', 'id': 31828}, {'name': 'Matt Tolmach Productions', 'id': 53462}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",102382,tt1872181,6.5,4274
5227,White Fang,14000000,34793160,1/18/1991,107,en,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': 'Hybrid Productions Inc.', 'id': 12608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","[{'iso_639_1': 'en', 'name': 'English'}]",12227,tt0103247,6.5,139
25084,Jurassic World,150000000,1513528810,6/9/2015,124,en,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",135397,tt0369610,6.5,8842
10439,55 Days at Peking,17000000,10000000,5/6/1963,154,en,"[{'name': 'Allied Artists Pictures', 'id': 4928}, {'name': 'Samuel Bronston Productions', 'id': 10253}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_639_1': 'en', 'name': 'English'}]",27759,tt0056800,6.5,38
1525,Conspiracy Theory,75000000,136982834,8/7/1997,135,en,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Donner/Shuler-Donner Productions', 'id': 23397}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",8834,tt0118883,6.5,440
9002,Diggstown,17000000,4836637,8/14/1992,98,en,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Eclectic Films', 'id': 18938}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",19143,tt0104107,6.5,31
142,Bad Boys,19000000,141407024,4/7/1995,118,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9737,tt0112442,6.5,1729
1482,Con Air,75000000,224012234,6/1/1997,115,en,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Kouf/Bigelow Productions', 'id': 3589}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Hiett Designs of Las Vegas', 'id': 78338}, {'name': 'Runway Pictures Inc', 'id': 78339}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_639_1': 'en', 'name': 'English'}]",1701,tt0118880,6.5,1289
10221,The Island,126000000,162949164,7/20/2005,136,en,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_639_1': 'en', 'name': 'English'}]",1635,tt0399201,6.5,1813
6855,The Last Boy Scout,29000000,59509925,12/11/1991,105,en,"[{'name': 'Geffen Pictures', 'id': 360}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9319,tt0102266,6.5,502
6895,Year of the Dragon,24000000,18707466,8/16/1985,134,en,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",11018,tt0090350,6.5,70
13581,Fast & Furious,85000000,363164265,4/2/2009,107,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'One Race Productions', 'id': 1225}, {'name': 'Dentsu Inc.', 'id': 1778}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",13804,tt1013752,6.5,2426
4827,Sudden Impact,22000000,67642693,12/7/1983,117,en,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_639_1': 'en', 'name': 'English'}]",10650,tt0086383,6.5,210
25206,Maze Runner: The Scorch Trials,61000000,311256926,9/9/2015,132,en,"[{'name': 'Gotham Group', 'id': 3672}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 28, 'name': 'Action'}]","[{'iso_639_1': 'en', 'name': 'English'}]",294254,tt4046784,6.5,3148
11425,Tenacious D in The Pick of Destiny,22000000,13405595,11/22/2006,93,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Red Hour Films', 'id': 12178}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","[{'iso_639_1': 'en', 'name': 'English'}]",2179,tt0365830,6.5,419
12090,Dan in Real Life,25000000,68377859,10/26/2007,98,en,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Jon Shestack Productions', 'id': 10991}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",7211,tt0480242,6.5,363
24861,Inherent Vice,20000000,11110975,12/25/2014,148,en,"[{'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IAC Films', 'id': 93105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_639_1': 'en', 'name': 'English'}]",171274,tt1791528,6.5,852
14204,World's Greatest Dad,10000000,295750,8/20/2009,99,en,"[{'name': 'Magnolia Pictures', 'id': 1030}, {'name': 'Jerkschool Productions', 'id': 7357}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",20178,tt1262981,6.5,181
4361,Coming to America,39000000,288752301,6/28/1988,116,en,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9602,tt0094898,6.5,944
17107,Bridesmaids,32500000,288383523,4/28/2011,125,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",55721,tt1478338,6.5,1697
18148,The Muppets,45000000,165184237,11/22/2011,103,en,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]","[{'iso_639_1': 'en', 'name': 'English'}]",64328,tt1204342,6.5,509
4571,The Princess Diaries,37000000,165335153,8/3/2001,115,en,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BrownHouse Productions', 'id': 26423}, {'name': 'Bottom of the Ninth Productions', 'id': 65559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9880,tt0247638,6.5,1063
1943,Hocus Pocus,28000000,39514713,7/16/1993,96,en,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_639_1': 'en', 'name': 'English'}]",10439,tt0107120,6.5,491
6107,Sweet Charity,8000000,20000000,1/1/1969,149,en,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",42618,tt0065054,6.5,15
334,While You Were Sleeping,17000000,182057016,4/21/1995,103,en,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",2064,tt0114924,6.5,340
10,The American President,62000000,107879496,11/17/1995,106,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9087,tt0112346,6.5,199
4737,Riding in Cars with Boys,48000000,35743308,10/19/2001,132,en,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",11091,tt0200027,6.5,108
3403,Arthur,7000000,95461682,7/17/1981,97,en,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",13665,tt0082031,6.5,125
4079,Mermaids,31000000,35419397,12/14/1990,110,en,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",4587,tt0100140,6.5,124
37581,"Hello, My Name Is Doris",1000000,14444999,11/27/2015,95,en,"[{'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Haven Entertainment', 'id': 19548}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",320588,tt3766394,6.5,156
534,Sleepless in Seattle,21000000,227799884,6/24/1993,105,en,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_639_1': 'en', 'name': 'English'}]",858,tt0108160,6.5,630
2125,Simon Birch,20000000,18253415,9/11/1998,114,en,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","[{'iso_639_1': 'en', 'name': 'English'}]",22796,tt0124879,6.5,52
22985,Veronica Mars,6000000,3485127,3/13/2014,107,en,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Warner Bros. Interactive Entertainment', 'id': 13034}, {'name': 'Rob Thomas Productions', 'id': 19019}, {'name': 'Spondoolie Productions', 'id': 19378}, {'name': 'WARNER BROS DIGITAL DISTRIBUTION', 'id': 38656}, {'name': 'In The Groove', 'id': 95406}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'iso_639_1': 'en', 'name': 'English'}]",177494,tt2771372,6.5,482
15504,The Kids Are All Right,3500000,34705850,7/9/2010,106,en,"[{'name': 'Mandalay Vision', 'id': 6667}, {'name': '10th Hole Productions', 'id': 6691}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Gilbert Films', 'id': 10161}, {'name': 'Saint Aire Production', 'id': 23910}, {'name': 'Artist International', 'id': 23911}, {'name': 'Antidote Films (I)', 'id': 23912}, {'name': 'Artist International Management', 'id': 23913}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",39781,tt0842926,6.5,512
5442,Igby Goes Down,9000000,4777465,9/13/2002,97,en,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9685,tt0280760,6.5,95
1611,The Man Who Knew Too Little,20000000,13801755,11/14/1997,97,en,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Taurus Films', 'id': 897}, {'name': 'Polar Productions', 'id': 3415}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","[{'iso_639_1': 'en', 'name': 'English'}]",9414,tt0120483,6.5,126
